Draft Commercials,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Budget,100,100,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cost per Draft,5,5,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
No. of draft ,1,8,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Retained Impression,4750,30000,,,,,,,,14677.36598,15382.90994,14737.05568,14856.95711,15212.6521,14727.0107,15006.92449,14893.70884,14859.1837,15108.3819
,,,,,,,,,,,,,,,,,,,
Retained Impression per dollar,50,500,,,,,,,30000,1,2,3,4,5,6,7,8,9,10
Max NDR(Maximimum Next Day recall),0.1,1,,,,,,,1,25797.75875,18338.81009,10679.26034,11234.76095,18605.72046,20285.58494,757.2816777,23821.60737,22429.61286,10.33670591
,,,,,,,,,2,16117.61739,24130.56738,13457.02236,27134.25667,16378.8135,12464.28198,29258.32867,9529.122224,28848.83568,7084.814122
,,,,,,,,,3,656.3706315,15343.18386,1292.407269,24367.00246,28148.75427,19444.93645,18532.43214,20499.98281,10928.88855,29693.37299
,,,,,,,,,4,24610.73809,5505.808587,5691.410073,17226.48188,20880.29895,23474.92141,20622.11309,4904.192017,25187.07439,8690.185615
,,,,,,,,,5,21745.62181,28539.57723,22008.1045,18842.07956,14803.11763,489.9660723,1908.88822,26117.86012,1040.656219,13966.90479
,,Quality Produced,,,,,,,6,9095.262272,3470.899702,7104.317479,28581.54252,11070.74755,4734.258353,27755.20016,12831.39724,1076.946748,4762.097178
,1,0.150107589,,,,,,,7,29674.28343,17946.27666,26887.49009,7414.268537,948.9106256,24461.07344,17037.11461,3889.176375,25998.08854,11328.92553
,2,1,,,,,,,8,1135.2135,29728.77696,8872.633922,10956.87865,5745.816656,28133.0347,27250.44129,25104.05334,3725.867365,12747.73867
,3,1,,,,,,,9,16262.19367,551.4244553,4850.765911,13689.81355,25724.30576,14968.80616,4924.623676,22518.25628,280.7423576,213.3382121
,4,1,,,,,,,10,17537.23013,4905.853666,15146.36441,19987.35937,26898.19196,22503.64334,22337.91617,4129.161494,16242.1704,11652.46886
,5,1,,,,,,,11,13322.22622,9314.419228,24248.56199,2983.70628,2325.141617,902.2397021,20632.89379,18760.04949,17299.42638,25234.30384
,6,1,,,,,,,12,7398.106464,20836.16053,26881.46769,9080.790772,4229.044219,21289.92768,21529.24155,6534.890358,13622.91177,10876.21953
,7,1,,,,,,,13,23956.67912,18432.76006,11671.51367,27793.36299,21694.82906,27729.73046,13072.82583,6697.857339,2675.525238,4834.473493
,8,1,,,,,,,14,25304.78526,22574.78996,4887.422424,23967.89372,22816.80129,19628.1084,26690.64734,14773.88204,10201.66657,8034.43925
,9,1,,,,,,,15,9054.574274,6521.782652,17584.15339,17545.61492,4319.214412,5798.660447,28714.78613,29491.50062,19325.38765,2216.230946
,10,0.99223254,,,,,,,16,19675.15116,8626.802007,15257.26061,11564.61871,5428.937819,668.0827463,21960.41129,9658.277392,26542.70848,3377.993418
,,,,,,,,,17,28329.28046,25765.7132,5723.003066,8412.58759,13781.94805,13140.12606,20279.13657,4187.820153,4936.198998,17689.17805
,,,,,,,,,18,28428.95396,25537.2552,2347.821771,18153.58092,29292.83932,19921.61501,27212.47605,8973.085734,17121.52999,27432.36796
,,,,,,,,,19,22288.67016,5717.912545,11827.27434,4367.908692,7474.984567,5701.146431,21828.38789,19934.54596,28104.53881,11528.6563
,,,,,,,,,20,1433.479947,25734.31391,24315.42413,15702.48901,1481.381213,4196.662134,8807.029257,21654.11514,19025.29519,26236.73149
,,,,,,,,,21,6998.08296,7888.698305,23920.96569,24198.86046,23336.8038,7249.82753,16050.17389,19454.99012,9030.624918,21835.27145
,,,,,,,,,22,18561.14081,354.1603126,2018.593579,3898.960624,926.1744543,19914.70146,14302.58561,5271.796048,13780.54326,56.88456276
,,,,,,,,,23,16754.67509,15258.03538,13908.55386,6372.388586,22433.11155,24981.29549,8610.735448,17660.18445,27464.23094,5584.447009
,,,,,,,,,24,1894.363629,15796.78654,15584.0184,11954.47183,17059.01963,806.8807306,14211.29985,17319.59916,6854.799716,10280.30558
,,,,,,,,,25,10142.52565,16681.90264,4496.643884,23573.24596,27184.3708,27565.54681,2904.366842,10737.4763,4230.926424,12719.18824
,,,,,,,,,26,29595.22833,2647.419449,6655.344385,26361.54115,1011.800103,28627.96583,15428.94319,16691.76103,29005.92136,10715.87227
,,,,,,,,,27,21619.20705,13756.21457,9232.651137,27319.96801,2267.336794,2193.047193,14679.13224,4950.937751,28123.58434,27630.07203
,,,,,,,,,28,20885.93729,11556.38826,7215.196501,16547.9428,25784.63647,24231.12799,5523.896265,6292.66368,27766.29153,19472.00805
,,,,,,,,,29,217.9573059,24305.92306,24009.35165,4600.53109,29167.58044,29776.05451,4185.312331,27015.51744,12297.36477,1059.720538
,,,,,,,,,30,15424.44485,25860.09589,29778.89825,13868.34791,13389.6612,6040.904592,22065.89017,7223.528334,5419.563754,18767.9465
,,,,,,,,,31,2480.947457,17585.29115,15624.82766,20362.20612,3580.377165,4702.795951,14640.54673,903.850487,11442.71968,4525.196784
